v_p	A_p	v_s	A_s	νk	ipda	νk	isda
2139.41079	0.06034532776040357	2139.41079	0.0898501102986787	2099.962	0.0	2099.962	0.0
2139.44092	0.057320046472027236	2139.44092	0.08514424597819309	2100.01	0.0	2100.01	0.0
2139.47106	0.054499765090292675	2139.47106	0.0807483813708437	2100.058	0.0	2100.058	0.0
2139.50119	0.05184948380191634	2139.50119	0.07663251705035806	2100.106	0.0	2100.106	0.0
2139.53132	0.04935420251354	2139.53132	0.07276165272987245	2100.154	0.0	2100.154	0.0
2139.56146	0.04698892113180544	2139.56146	0.06911078812252305	2100.202	0.0	2100.202	0.0
2139.59159	0.0447636398434291	2139.59159	0.06567492380203743	2100.25	0.0	2100.25	0.0
2139.62173	0.04267835846169453	2139.62173	0.06243405919468806	2100.298	0.0	2100.298	0.0
2139.65186	0.0407280771733182	2139.65186	0.05938319487420242	2100.346	0.0	2100.346	0.0
2139.68199	0.038902795884941874	2139.68199	0.0565073305537168	2100.394	0.0	2100.394	0.0
2139.71213	0.0371975145032073	2139.71213	0.05380146594636742	2100.442	0.0	2100.442	0.0
2139.74226	0.03559223321483097	2139.74226	0.051250601625881784	2100.49	0.0	2100.49	0.0
2139.77239	0.03408195192645464	2139.77239	0.048844737305396166	2100.538	0.0	2100.538	0.0
2139.80253	0.032661670544720064	2139.80253	0.04657887269804678	2100.586	0.0	2100.586	0.0
2139.83266	0.031321389256343736	2139.83266	0.04443800837756115	2100.634	0.0	2100.634	0.0
2139.8628	0.030061107874609166	2139.8628	0.042422143770211765	2100.682	0.0	2100.682	0.0
2139.89293	0.028885826586232836	2139.89293	0.04051627944972615	2100.73	0.0	2100.73	0.0
2139.92306	0.027775545297856502	2139.92306	0.03871041512924052	2100.778	0.0	2100.778	0.0
2139.9532	0.026730263916121932	2139.9532	0.036999550521891134	2100.826	0.0	2100.826	0.0
2139.98333	0.025744982627745598	2139.98333	0.035373686201405505	2100.874	0.0	2100.874	0.0
2140.01347	0.024809701246011027	2140.01347	0.03383282159405612	2100.922	0.0	2100.922	0.0
2140.0436	0.0239294199576347	2140.0436	0.0323769572735705	2100.97	0.0	2100.97	0.0
2140.07373	0.023104138669258367	2140.07373	0.03101109295308485	2101.018	0.0	2101.018	0.0
2140.10387	0.022338857287523793	2140.10387	0.02973022834573548	2101.066	0.0	2101.066	0.0
2140.134	0.021623575999147465	2140.134	0.02852936402524986	2101.114	0.0	2101.114	0.0
2140.16413	0.020968294710771135	2140.16413	0.027398499704764212	2101.162	0.0	2101.162	0.0
2140.19427	0.020353013329036558	2140.19427	0.026327635097414842	2101.21	0.0	2101.21	0.0
2140.2244	0.019772732040660233	2140.2244	0.025311770776929213	2101.258	0.0	2101.258	0.0
2140.25454	0.019227450658925664	2140.25454	0.024345906169579837	2101.306	0.0	2101.306	0.0
2140.28467	0.018702169370549332	2140.28467	0.02342504184909419	2101.354	0.0	2101.354	0.0
2140.3148	0.018206888082172995	2140.3148	0.022559177528608573	2101.402	0.0	2101.402	0.0
2140.34494	0.01774160670043843	2140.34494	0.0217483129212592	2101.45	0.0	2101.45	0.0
2140.37507	0.0173163254120621	2140.37507	0.020992448600773567	2101.498	0.0	2101.498	0.0
2140.4052	0.016931044123685762	2140.4052	0.020286584280287928	2101.546	0.0	2101.546	0.0
2140.43534	0.016590762741951197	2140.43534	0.019620719672938547	2101.594	0.0	2101.594	0.0
2140.46547	0.016285481453574863	2140.46547	0.01899485535245292	2101.642	0.0	2101.642	0.0
2140.49561	0.016010200071840293	2140.49561	0.018388990745103542	2101.69	0.0	2101.69	0.0
2140.52574	0.015749918783463962	2140.52574	0.017808126424617918	2101.738	0.0	2101.738	0.0
2140.55587	0.015489637495087631	2140.55587	0.01724226210413228	2101.786	0.0	2101.786	0.0
2140.58601	0.015224356113353057	2140.58601	0.016696397496782908	2101.834	0.0	2101.834	0.0
2140.61614	0.014959074824976729	2140.61614	0.016165533176297278	2101.882	0.0	2101.882	0.0
2140.64628	0.014703793443242165	2140.64628	0.015649668568947894	2101.93	0.0	2101.93	0.0
2140.67641	0.014468512154865824	2140.67641	0.015163804248462268	2101.978	0.0	2101.978	0.0
2140.70654	0.014273230866489496	2140.70654	0.014697939927976633	2102.026	0.0	2102.026	0.0
2140.73668	0.014107949484754925	2140.73668	0.01426207532062726	2102.074	0.0	2102.074	0.0
2140.76681	0.013977668196378593	2140.76681	0.01385621100014163	2102.122	0.0	2102.122	0.0
2140.79694	0.013872386908002257	2140.79694	0.013475346679655997	2102.17	0.0	2102.17	0.0
2140.82708	0.013777105526267694	2140.82708	0.013114482072306616	2102.218	0.0	2102.218	0.0
2140.85721	0.013676824237891357	2140.85721	0.012773617751820995	2102.266	0.0	2102.266	0.0
2140.88735	0.01357154285615679	2140.88735	0.012442753144471616	2102.314	0.0	2102.314	0.0
2140.91748	0.013466261567780462	2140.91748	0.012121888823985988	2102.362	0.0	2102.362	0.0
2140.94761	0.013370980279404122	2140.94761	0.011811024503500356	2102.41	0.0	2102.41	0.0
2140.97775	0.013290698897669553	2140.97775	0.011510159896150979	2102.458	0.0	2102.458	0.0
2141.00788	0.013230417609293228	2141.00788	0.011219295575665353	2102.506	0.0	2102.506	0.0
2141.03801	0.01318513632091689	2141.03801	0.01093843125517971	2102.554	0.0	2102.554	0.0
